Gene	sgRNA	Vehicle|beta	Vehicle|z	Vehicle|p-value	Vehicle|fdr	Vehicle|wald-p-value	Vehicle|wald-fdr	APR|beta	APR|z	APR|p-value	APR|fdr	APR|wald-p-value	APR|wald-fdr
PCM1	4	-0.21202	-0.89582	0.3118	0.88774	0.37035	0.95209	-0.40996	-1.7243	0.10785	0.66452	0.08465	0.75718
CEBPB	4	-0.057312	-0.21431	0.77068	0.98658	0.8303	0.9789	-0.11095	-0.41456	0.59865	0.97067	0.67846	0.89396
KIAA1841	4	0.12319	0.52273	0.50005	0.94839	0.60116	0.953	0.26989	1.1454	0.22579	0.83184	0.25204	0.76583
PPFIA4	4	-0.096739	-0.90366	0.62306	0.96918	0.36618	0.95209	-0.074384	-0.69475	0.71082	0.98372	0.48721	0.8293
HLA-DQB2	4	-0.24917	-1.5872	0.24567	0.85158	0.11246	0.95209	0.0486	0.30982	0.8668	0.99571	0.7567	0.92368
SV2B	4	0.029071	0.092866	0.8756	0.99121	0.92601	0.99142	0.040106	0.12797	0.89429	0.99668	0.89817	0.97142
TRIP12	4	-0.17704	-1.0873	0.38947	0.9255	0.27692	0.95209	-0.082405	-0.50612	0.68362	0.98146	0.61277	0.87211
SGCB	4	-0.20182	-1.4075	0.33229	0.90433	0.15927	0.95209	-0.14527	-1.0132	0.50328	0.95716	0.31098	0.77866
CEP85L	4	0.048853	0.26084	0.79211	0.99025	0.79422	0.97321	-0.11059	-0.59033	0.59959	0.97094	0.55497	0.85276
PKN1	4	-0.16455	-1.4647	0.4202	0.93258	0.14301	0.95209	-0.010648	-0.094879	0.92522	0.9983	0.92441	0.97686
TMEM8C	4	0.2945	1.4713	0.099493	0.64736	0.14122	0.95209	0.032019	0.15971	0.92303	0.9983	0.87311	0.96203
HIST1H4H	4	-0.10974	-0.68322	0.58244	0.96482	0.49446	0.95281	0.094723	0.59114	0.70167	0.98372	0.55443	0.85264
SLFN14	4	0.17226	1.0318	0.34457	0.91242	0.30219	0.95209	0.25414	1.5225	0.25527	0.85683	0.12788	0.75718
C6orf10	4	0.013286	0.061685	0.94197	0.99564	0.95081	0.99481	0.015423	0.071597	0.98215	0.99975	0.94292	0.98315
RITA1	4	0.17725	0.68409	0.32896	0.90162	0.49392	0.95281	0.28556	1.1025	0.19804	0.79824	0.27024	0.76828
DENND4A	4	-0.023223	-0.2641	0.90359	0.99333	0.7917	0.9728	-0.039327	-0.44719	0.82677	0.99267	0.65474	0.8867
OR2T10	4	0.11125	0.76563	0.54351	0.95755	0.44389	0.95209	0.080285	0.55228	0.75129	0.98514	0.58075	0.8611
INSL5	4	-0.13994	-0.82301	0.48653	0.94713	0.4105	0.95209	-0.28917	-1.6948	0.22673	0.83303	0.090116	0.75718
SPINK2	4	0.18903	0.76283	0.29748	0.88059	0.44556	0.95209	-0.10979	-0.4397	0.60233	0.9712	0.66015	0.88767
TRIM33	4	0.14194	0.26446	0.43805	0.93584	0.79143	0.9728	0.065779	0.12195	0.803	0.99118	0.90294	0.9733
ZPLD1	4	-0.0064869	-0.047021	0.97111	0.99782	0.9625	0.99626	0.03517	0.25493	0.91164	0.9983	0.79878	0.93737
RBPMS	4	-0.18376	-0.93117	0.37291	0.91974	0.35176	0.95209	-0.079848	-0.4052	0.69193	0.98277	0.68533	0.89665
NT5C1A	4	-0.30402	-1.4226	0.17293	0.78962	0.15486	0.95209	0.034627	0.16216	0.91358	0.9983	0.87118	0.96125
ZNF514	4	-0.15837	-0.82774	0.43586	0.93584	0.40782	0.95209	-0.012825	-0.067054	0.9188	0.9983	0.94654	0.98483
EID1	4	0.30151	1.1943	0.091836	0.62823	0.23236	0.95209	0.099657	0.39289	0.68422	0.98146	0.6944	0.90199
PCDHGA7	4	0.016441	0.070921	0.92989	0.99553	0.94346	0.99308	0.16406	0.70956	0.47956	0.94736	0.47797	0.82605
SEC62	4	-0.2452	-0.67747	0.25174	0.8548	0.4981	0.95281	-0.67943	-1.8323	0.018546	0.27622	0.066913	0.75718
PUS7	4	0.14517	1.9051	0.42746	0.93525	0.056771	0.95209	-0.07438	-0.97348	0.71082	0.98372	0.33031	0.78623
TTC8	4	-0.088617	-0.36482	0.65364	0.97417	0.71525	0.96291	0.10942	0.45155	0.64902	0.97878	0.65159	0.8854
HOXB13	4	0.19495	1.3654	0.28098	0.87351	0.17214	0.95209	0.17731	1.2417	0.44078	0.94102	0.21435	0.76098
SCAMP3	4	0.032097	0.19121	0.86327	0.99121	0.84836	0.9809	0.086954	0.51805	0.72777	0.98372	0.60442	0.8692
PF4V1	4	-0.057684	-0.30342	0.76964	0.98637	0.76157	0.96855	-0.017441	-0.091738	0.9026	0.99819	0.92691	0.97769
B4GALNT3	4	0.00054654	0.0032698	0.99861	0.9998	0.99739	0.9996	0.2388	1.4292	0.28814	0.87739	0.15294	0.75718
CTAG2	4	0.22445	0.94187	0.21331	0.82282	0.34626	0.95209	0.10674	0.44671	0.65846	0.97945	0.65508	0.88672
ADRB3	4	0.05729	0.46998	0.7583	0.98621	0.63837	0.9548	0.044293	0.36324	0.88082	0.99606	0.71642	0.91143
CD226	4	0.077659	0.44637	0.67731	0.97591	0.65533	0.95776	0.15516	0.89206	0.50646	0.95795	0.37236	0.79752
CCL7	4	-0.13084	-0.58316	0.51452	0.95138	0.55979	0.953	0.14617	0.65197	0.53227	0.96014	0.51442	0.83872
FBXL16	4	0.038583	0.22363	0.83676	0.99121	0.82305	0.97872	0.094059	0.5452	0.70366	0.98372	0.58562	0.86259
CCDC66	4	0.06383	0.27688	0.733	0.98289	0.78187	0.97214	0.38925	1.6897	0.076472	0.57169	0.091083	0.75718
INCENP	4	0.17475	0.38247	0.33686	0.90648	0.70212	0.96074	0.13065	0.28435	0.5801	0.96838	0.77614	0.93095
CCR3	4	-0.049567	-0.25622	0.79972	0.99079	0.79778	0.97384	0.10101	0.5222	0.67984	0.98113	0.60153	0.86808
NAB1	4	-0.26852	-1.8049	0.21748	0.8283	0.071088	0.95209	-0.029191	-0.19628	0.86167	0.99571	0.84439	0.95289
TXNRD2	4	-0.071293	-0.49585	0.71972	0.98178	0.62	0.95408	0.0058391	0.040618	0.98464	0.9999	0.9676	0.99201
TM4SF4	4	0.012309	0.086347	0.94565	0.99597	0.93119	0.99142	-0.15064	-1.0567	0.49035	0.95074	0.29063	0.7715
VRK3	4	-0.05274	-0.13847	0.78774	0.99025	0.88987	0.9851	-0.43032	-1.1134	0.095117	0.63177	0.26554	0.76828
KRTAP13-1	4	-0.24186	-1.7064	0.25731	0.85977	0.087942	0.95209	-0.19849	-1.4004	0.38206	0.92273	0.16141	0.75718
ANO8	4	0.10146	0.60186	0.58075	0.96482	0.54727	0.953	-0.10462	-0.61908	0.61605	0.97254	0.53586	0.84623
LENG8	4	-0.5202	-1.475	0.036844	0.40402	0.14021	0.95209	-0.37933	-1.0809	0.13087	0.70525	0.27972	0.76981
RBP7	4	0.072732	0.39441	0.69804	0.97883	0.69328	0.96074	0.046813	0.25379	0.87261	0.99571	0.79966	0.93739
PRKRIP1	4	-0.40337	-1.3788	0.088156	0.61498	0.16795	0.95209	-0.43744	-1.4926	0.090891	0.62	0.13555	0.75718
RASA4	4	0.090818	0.35809	0.62212	0.96918	0.72028	0.96469	0.14537	0.57322	0.53485	0.96014	0.56649	0.85769
NRP2	4	0.1725	0.9868	0.34382	0.91179	0.32374	0.95209	0.11986	0.68433	0.61511	0.97254	0.49376	0.83199
P2RY10	4	0.52176	1.3325	0.0047733	0.10137	0.18269	0.95209	0.44018	1.1237	0.045794	0.45147	0.26113	0.76791
SSX2	4	-0.28612	-1.582	0.19381	0.80504	0.11366	0.95209	-0.195	-1.0788	0.38942	0.92581	0.28067	0.76981
USB1	4	-0.22895	-1.8225	0.28083	0.87338	0.068374	0.95209	-0.08369	-0.66649	0.67974	0.98113	0.5051	0.83647
HBM	4	-0.031332	-0.15345	0.87197	0.99121	0.87805	0.98277	0.12515	0.61354	0.59676	0.97033	0.53952	0.84718
ZC3H6	4	0.19173	1.4236	0.29018	0.87776	0.15457	0.95209	-0.021738	-0.16133	0.88683	0.99665	0.87183	0.96125
IL19	4	0.098351	0.53406	0.59303	0.96583	0.5933	0.953	0.17649	0.95887	0.44327	0.94149	0.33762	0.79088
DHDH	4	0.065685	0.34018	0.72529	0.98197	0.73372	0.96644	0.28262	1.4644	0.20286	0.80394	0.14308	0.75718
controlguide768	1	0.1686	0.46118	0.6432	0.9713	0.64467	0.95646	0.27791	0.76018	0.49443	0.95222	0.44714	0.81903
RIPPLY2	4	-0.11378	-0.37361	0.56832	0.96156	0.7087	0.96138	0.038173	0.12561	0.9009	0.99758	0.90004	0.97221
SRCIN1	4	-0.17223	-1.0017	0.40135	0.92728	0.31649	0.95209	0.056444	0.32844	0.8385	0.99366	0.74258	0.91978
PCSK5	4	0.23088	1.2869	0.20162	0.81169	0.19814	0.95209	0.25303	1.4103	0.25761	0.85792	0.15846	0.75718
PPP1CC	4	-0.010321	-0.083262	0.95689	0.99751	0.93364	0.99165	0.010413	0.083999	0.9999	0.9999	0.93306	0.97959
YWHAG	4	-0.073265	-0.31086	0.71241	0.98112	0.75591	0.96727	0.32524	1.3816	0.14056	0.71602	0.16709	0.75718
RNASE11	4	-0.34251	-1.2355	0.13191	0.72138	0.21663	0.95209	-0.49195	-1.7691	0.063246	0.52381	0.076879	0.75718
PWWP2B	4	0.25473	1.3735	0.15936	0.77277	0.1696	0.95209	0.16434	0.88287	0.47847	0.94736	0.3773	0.79861
TEF	4	-0.12264	-0.645	0.54107	0.95726	0.51893	0.953	-0.037112	-0.19537	0.83393	0.99366	0.8451	0.95319
FAM9B	4	0.038224	0.40554	0.83831	0.99121	0.68508	0.96053	0.046446	0.49245	0.87411	0.99571	0.6224	0.87515
ZDHHC23	4	0.11088	0.38482	0.54495	0.95755	0.70037	0.96074	-0.14585	-0.50412	0.50214	0.95644	0.61417	0.87246
IFIT5	4	0.20609	0.7149	0.25502	0.85874	0.47467	0.95209	0.27286	0.94668	0.21982	0.82528	0.3438	0.79317
LPIN3	4	0.058089	0.3259	0.75502	0.98621	0.7445	0.96653	0.20449	1.1474	0.36754	0.9186	0.25122	0.76583
controlguide350	1	-0.23828	-0.89003	0.54922	0.95877	0.37345	0.95209	0.15516	0.57954	0.72444	0.98372	0.56223	0.85548
controlguide457	1	0.35194	0.47365	0.30743	0.88551	0.63575	0.9548	0.48316	0.65024	0.23513	0.83982	0.51553	0.83872
B4GALT7	4	-0.14696	-0.71913	0.46679	0.94406	0.47206	0.95209	-0.35297	-1.7207	0.15334	0.7336	0.085302	0.75718
A1CF	4	-0.051233	-0.88773	0.79336	0.99027	0.37469	0.95209	0.0040622	0.070389	0.97748	0.99964	0.94388	0.98339
HIST1H2BJ	4	-0.039377	-0.10022	0.84015	0.99121	0.92017	0.99134	0.063651	0.16232	0.81086	0.99184	0.87105	0.96125
MFSD6L	4	0.029311	0.26378	0.8749	0.99121	0.79195	0.9728	-0.074519	-0.67013	0.71047	0.98372	0.50278	0.83552
URGCP-MRPS24	4	-0.28713	-0.56404	0.19252	0.80415	0.57273	0.953	-0.38037	-0.74406	0.12972	0.70267	0.45684	0.82226
controlguide866	1	-0.39618	-0.84448	0.37386	0.91974	0.3984	0.95209	-0.41981	-0.89487	0.42482	0.93471	0.37086	0.79752
LBR	4	0.065706	0.54574	0.72514	0.98197	0.58525	0.953	-0.056187	-0.46599	0.77014	0.98694	0.64122	0.88174
PIGZ	4	0.24674	1.0323	0.17263	0.78927	0.30191	0.95209	0.38116	1.5951	0.083234	0.59637	0.1107	0.75718
ZHX2	4	0.29899	0.82813	0.094123	0.6329	0.40759	0.95209	0.52389	1.4518	0.0178	0.2706	0.14654	0.75718
GPR151	4	0.092905	0.38211	0.61381	0.96782	0.70238	0.96074	-0.048222	-0.19786	0.79709	0.98994	0.84316	0.95251
ST13	4	0.15346	0.47635	0.39956	0.92655	0.63382	0.9548	0.21968	0.68216	0.3303	0.90448	0.49514	0.83271
KPNA4	4	-0.045829	-0.39162	0.81379	0.99079	0.69534	0.96074	-0.037278	-0.31835	0.83328	0.9936	0.75022	0.92195
LZTFL1	4	0.074384	0.59297	0.69098	0.97839	0.5532	0.953	-0.049427	-0.39368	0.79261	0.98994	0.69382	0.90167
NUSAP1	4	-0.26347	-1.3383	0.22419	0.835	0.18081	0.95209	0.30212	1.5363	0.17273	0.76266	0.12446	0.75718
SCRN3	4	-0.26799	-1.8799	0.21803	0.8283	0.060128	0.95209	-0.15894	-1.1156	0.47052	0.94736	0.26458	0.76823
FBXL17	4	0.29814	0.98421	0.095316	0.63654	0.32501	0.95209	0.3777	1.247	0.086516	0.60388	0.21241	0.76098
CLEC9A	4	0.35441	0.92961	0.048926	0.46613	0.35258	0.95209	0.55311	1.4527	0.01243	0.2157	0.14632	0.75718
IL32	4	0.28805	0.96375	0.10685	0.66286	0.33517	0.95209	0.43784	1.4659	0.047037	0.45945	0.14269	0.75718
controlguide425	1	0.23256	0.53802	0.4997	0.94839	0.59056	0.953	0.29965	0.69323	0.46057	0.94484	0.48817	0.82954
NCS1	4	-0.10978	-0.54394	0.58234	0.96482	0.58648	0.953	-0.14134	-0.70006	0.51273	0.95868	0.48389	0.82818
E2F1	4	0.10454	0.50453	0.56946	0.96166	0.61389	0.95388	0.0043469	0.020941	0.97837	0.9997	0.98329	0.99572
SOCS3	4	-0.45121	-1.9916	0.062202	0.52607	0.04641	0.95209	-0.060378	-0.26771	0.75641	0.98514	0.78892	0.93509
TIMP2	4	-0.1521	-0.64757	0.45326	0.94138	0.51727	0.953	0.19912	0.85023	0.38196	0.92273	0.3952	0.80754
PANX3	4	0.095142	1.0491	0.60566	0.96614	0.29415	0.95209	0.013721	0.15122	0.98861	0.9999	0.8798	0.96416
controlguide857	1	0.29258	0.40998	0.39603	0.9255	0.68182	0.96053	0.49226	0.68978	0.22673	0.83303	0.49033	0.83029
ZC3H3	4	-0.1243	-1.0316	0.5363	0.95726	0.30228	0.95209	-0.21131	-1.7506	0.35745	0.91355	0.080019	0.75718
FASLG	4	-0.13798	-0.97473	0.49204	0.94713	0.3297	0.95209	-0.12122	-0.85616	0.56712	0.964	0.39191	0.80563
TIAF1	4	-0.31572	-2.1852	0.15826	0.77154	0.028876	0.899	-0.22597	-1.5645	0.32806	0.902	0.1177	0.75718
WDR6	4	0.1475	0.84534	0.41846	0.93142	0.39792	0.95209	-0.0065913	-0.037745	0.93839	0.99831	0.96989	0.99301
ADGRF3	4	-0.040388	-0.31714	0.83607	0.99121	0.75113	0.96713	0.11764	0.92434	0.62147	0.97254	0.35531	0.79635
ANKRD34A	4	0.31053	0.62608	0.083433	0.60447	0.53126	0.953	0.4374	0.8831	0.047186	0.46046	0.37718	0.79851
CDON	4	0.055971	0.24464	0.76303	0.98621	0.80673	0.97524	0.1098	0.47994	0.64797	0.9783	0.63127	0.87773
UPRT	4	0.30189	1.5303	0.091239	0.62585	0.12593	0.95209	0.09718	0.49186	0.69267	0.98292	0.62282	0.87519
CARD16	4	0.12088	0.53219	0.50875	0.95138	0.5946	0.953	0.23927	1.0538	0.28714	0.87686	0.29198	0.7715
APOLD1	4	-0.34791	-1.534	0.12689	0.71237	0.12503	0.95209	-0.034123	-0.15226	0.84417	0.99432	0.87898	0.96383
SRSF7	4	-0.10259	-0.11721	0.60332	0.966	0.90669	0.98927	0.62326	0.72977	0.0054694	0.12035	0.46553	0.82429
SPRR2E	4	-0.25745	-1.416	0.23404	0.84294	0.15679	0.95209	-0.40326	-2.2152	0.11247	0.67581	0.026745	0.70038
ZNF438	4	0.1031	0.6808	0.57463	0.96309	0.496	0.95281	0.1012	0.66818	0.67885	0.98082	0.50402	0.83609
BRDT	4	-0.089312	-1.1944	0.6509	0.97316	0.23234	0.95209	-0.019675	-0.26317	0.89419	0.99668	0.79242	0.93576
SARNP	4	0.10873	0.35895	0.5528	0.95932	0.71963	0.96443	0.081432	0.26871	0.74732	0.98514	0.78816	0.93491
GPR107	4	0.38905	1.0691	0.031573	0.3694	0.28504	0.95209	0.47768	1.3132	0.030082	0.36076	0.18912	0.75718
CD200R1	4	0.19904	1.3314	0.27148	0.86742	0.18305	0.95209	0.12649	0.84594	0.59233	0.96988	0.39759	0.80781
FZD2	4	0.053998	0.3644	0.77058	0.98658	0.71556	0.96291	0.26472	1.7892	0.23533	0.83984	0.073581	0.75718
DIP2C	4	0.15989	0.77046	0.37952	0.92205	0.44103	0.95209	-0.23067	-1.1088	0.3208	0.90049	0.2675	0.76828
NOC3L	4	-0.74198	-1.4789	0.0072593	0.13931	0.13917	0.95209	-0.60099	-1.2002	0.031772	0.37173	0.23008	0.76342
ZNF718	4	0.15102	1.2208	0.40707	0.92885	0.22218	0.95209	-0.087915	-0.71064	0.66726	0.98028	0.47731	0.82563
C16orf54	4	0.0072082	0.044891	0.96833	0.99782	0.96419	0.99661	0.073687	0.45896	0.77407	0.98782	0.64626	0.88379
ADAMTS1	4	0.17056	0.95398	0.34944	0.91356	0.34009	0.95209	0.016778	0.09375	0.97703	0.99964	0.92531	0.97711
KRT78	4	0.10975	0.93466	0.54912	0.95877	0.34996	0.95209	-0.069657	-0.59231	0.72653	0.98372	0.55364	0.85264
NIPAL1	4	-0.0080517	-0.056038	0.96544	0.99782	0.95531	0.9949	0.16543	1.1516	0.47504	0.94736	0.24949	0.76583
ZSCAN4	4	-0.066342	-0.30985	0.73692	0.98289	0.75668	0.96739	0.141	0.65881	0.54644	0.96071	0.51002	0.83775
PRKCDBP	4	0.15943	0.53635	0.38087	0.92205	0.59172	0.953	0.2545	0.85677	0.25447	0.85571	0.39157	0.80563
SHISA4	4	-0.18535	-0.80972	0.36948	0.91831	0.4181	0.95209	-0.54086	-2.3621	0.046738	0.45809	0.018171	0.62193
C12orf77	4	0.091686	0.13105	0.61883	0.96918	0.89574	0.98587	0.7168	1.0462	0.0022375	0.064562	0.29547	0.77218
PFDN4	4	-0.0022629	-0.013461	0.98856	0.99824	0.98926	0.99925	-0.25489	-1.5134	0.27864	0.87326	0.13018	0.75718
RPS29	4	-0.62444	-1.072	0.017601	0.25931	0.28372	0.95209	-0.9822	-1.6797	0.0025358	0.070442	0.093024	0.75718
CDYL	4	0.15431	0.95652	0.39698	0.9255	0.33881	0.95209	-0.046246	-0.28645	0.80459	0.99118	0.77454	0.93091
OXLD1	4	-0.50734	-1.5498	0.041418	0.43309	0.12118	0.95209	-0.48428	-1.479	0.066179	0.53277	0.13913	0.75718
OR5J2	4	0.47209	1.475	0.0096957	0.17016	0.14021	0.95209	0.36158	1.1297	0.10198	0.64946	0.25862	0.76763
CCNT2	4	-0.12628	-0.88554	0.52998	0.95648	0.37587	0.95209	0.1438	1.0087	0.53928	0.96014	0.3131	0.78011
CACHD1	4	0.098351	0.65073	0.59303	0.96583	0.51522	0.953	0.1063	0.70287	0.66015	0.97993	0.48214	0.8272
FGF8	4	-0.028186	-0.11393	0.88484	0.9922	0.90929	0.98965	-0.096205	-0.38858	0.64171	0.97708	0.69758	0.90315
PLS3	4	-0.037187	-0.21535	0.84939	0.99121	0.8295	0.9789	-0.19829	-1.1467	0.38246	0.92286	0.25151	0.76583
ZNF688	4	0.068849	0.50915	0.71251	0.98112	0.61065	0.953	-0.060471	-0.44645	0.75612	0.98514	0.65527	0.88675
LILRB2	4	0.059563	0.50085	0.74886	0.98464	0.61647	0.95392	0.073232	0.61573	0.77605	0.98826	0.53808	0.84703
NQO2	4	-0.22854	-0.92187	0.28157	0.87396	0.3566	0.95209	-0.18645	-0.75201	0.40792	0.93206	0.45205	0.82137
LILRB5	4	-0.30775	-1.5434	0.16856	0.7861	0.12272	0.95209	-0.20897	-1.0482	0.36187	0.91524	0.29454	0.77218
controlguide110	1	0.061669	0.17374	0.87396	0.99121	0.86207	0.98247	0.30221	0.85142	0.4557	0.94484	0.39454	0.8074
XPA	4	0.037279	0.22135	0.84243	0.99121	0.82482	0.9789	-0.27668	-1.6302	0.24498	0.84715	0.10306	0.75718
CAPN14	4	0.018398	0.050963	0.92169	0.99405	0.95935	0.9953	-0.028254	-0.078225	0.86535	0.99571	0.93765	0.98142
BLMH	4	0.16037	1.5839	0.37838	0.92183	0.11322	0.95209	0.022091	0.21807	0.95734	0.99892	0.82738	0.9466
CDC25C	4	-0.014593	-0.11562	0.93964	0.99564	0.90795	0.98953	0.13713	1.0886	0.55867	0.96267	0.27635	0.76981
MAPK11	4	-0.21535	-1.2558	0.30569	0.88551	0.20919	0.95209	-0.15601	-0.90984	0.47633	0.94736	0.36291	0.79752
D2HGDH	4	0.13368	0.99792	0.46559	0.94406	0.31832	0.95209	-0.10579	-0.78806	0.61297	0.97254	0.43066	0.81627
GCSAML	4	0.11589	0.4712	0.52635	0.9549	0.6375	0.9548	-0.076851	-0.31108	0.70281	0.98372	0.75574	0.92368
TCTE3	4	0.041218	0.23662	0.82478	0.99079	0.81295	0.97646	-0.03989	-0.22896	0.82478	0.99267	0.8189	0.94412
DGCR6L	4	0.12433	0.83461	0.49652	0.94779	0.40394	0.95209	0.068551	0.45975	0.79221	0.98994	0.64569	0.88354
CANT1	4	-0.49836	-2.1123	0.043854	0.44344	0.034658	0.95209	-0.095355	-0.40745	0.64414	0.97782	0.68368	0.89601
GALNT11	4	0.21285	1.05	0.23996	0.84668	0.29371	0.95209	0.27243	1.3441	0.22052	0.82537	0.17893	0.75718
ZKSCAN4	4	0.0155	0.081332	0.93362	0.99564	0.93518	0.9917	0.36959	1.9465	0.094372	0.62992	0.051597	0.75718
MCAT	4	-2.009	-3.5084	0	0	0.00045076	0.10541	-1.1407	-2.0443	0.0010939	0.039927	0.040927	0.75718
CREB3L4	4	-0.18241	-1.2145	0.37599	0.92152	0.22457	0.95209	-0.024464	-0.16303	0.87719	0.99571	0.8705	0.96123
THEM5	4	-0.10454	-0.98469	0.59775	0.966	0.32478	0.95209	0.056629	0.53379	0.83791	0.99366	0.59349	0.86526
RAB3C	4	0.11954	1.1442	0.51342	0.95138	0.25255	0.95209	0.10084	0.96509	0.68079	0.9813	0.3345	0.78914
SH3KBP1	4	0.0026657	0.012979	0.98901	0.99824	0.98964	0.99932	0.21893	1.0665	0.33169	0.90448	0.28619	0.77106
SETX	4	-0.093408	-0.40347	0.63539	0.97053	0.6866	0.96072	0.035178	0.15211	0.91164	0.9983	0.8791	0.96383
C17orf67	4	-0.003664	-0.016513	0.98275	0.99824	0.98683	0.99917	-0.39263	-1.7622	0.12033	0.68693	0.078038	0.75718
FPGT-TNNI3K	4	-0.028845	-0.11626	0.88241	0.99168	0.90745	0.98944	0.25099	1.0131	0.26178	0.86142	0.31103	0.77866
OSGEPL1	4	0.57097	1.8193	0.0020386	0.053385	0.068867	0.95209	0.083586	0.26533	0.73911	0.98514	0.79075	0.93556
TEX13A	4	0.2903	1.7511	0.10427	0.65937	0.079924	0.95209	0.14345	0.86509	0.54013	0.96014	0.38699	0.80415
HLA-DPB1	4	0.24917	1.2375	0.1691	0.78707	0.21589	0.95209	0.29525	1.4663	0.18268	0.77667	0.14256	0.75718
WDR53	4	0.29415	1.4208	0.099692	0.64736	0.15538	0.95209	0.16146	0.77878	0.48727	0.95047	0.43611	0.81738
controlguide595	1	0.26315	0.59335	0.4463	0.9374	0.55295	0.953	0.28653	0.64605	0.48106	0.94799	0.51824	0.83955
LRRC2	4	0.10189	0.58863	0.57941	0.96482	0.55611	0.953	-0.20509	-1.1834	0.36903	0.91879	0.23664	0.76342
PRKCSH	4	-0.17372	-0.64856	0.39742	0.9255	0.51662	0.953	-0.49756	-1.8504	0.061058	0.51727	0.06426	0.75718
ZBTB41	4	0.18127	0.79891	0.31722	0.89231	0.42434	0.95209	0.040655	0.17849	0.89265	0.99668	0.85834	0.9573
MASP1	4	0.40894	1.3159	0.024264	0.31525	0.1882	0.95209	0.31019	0.99599	0.1605	0.74752	0.31925	0.78174
BRMS1L	4	0.10692	0.45283	0.55917	0.96038	0.65067	0.95713	-0.24116	-1.0171	0.30072	0.88589	0.30912	0.77743
FSHR	4	-0.21119	-1.2287	0.3132	0.88851	0.21917	0.95209	-0.05485	-0.3192	0.77421	0.98782	0.74958	0.92191
controlguide992	1	-0.25593	-0.88348	0.52546	0.95434	0.37698	0.95209	-0.20589	-0.71075	0.66309	0.98028	0.47724	0.82563
TRIM6	4	0.30668	1.2772	0.086167	0.60928	0.20153	0.95209	0.23696	0.98423	0.29241	0.88003	0.325	0.78316
SLC34A2	4	0.14937	0.76339	0.41214	0.9299	0.44523	0.95209	0.090039	0.45996	0.71798	0.98372	0.64554	0.88347
SPP1	4	-0.080558	-0.90093	0.68283	0.97598	0.36763	0.95209	-0.11727	-1.3114	0.5795	0.96802	0.18971	0.75718
UPF3A	4	-0.12361	-0.37225	0.53863	0.95726	0.70971	0.96138	0.23003	0.69685	0.30713	0.89123	0.4859	0.82895
ARL2BP	4	-0.032861	-0.13619	0.86655	0.99121	0.89167	0.9851	0.026844	0.11126	0.93999	0.99873	0.91141	0.97457
HTR3E	4	0.1688	0.75074	0.35417	0.91513	0.45281	0.95209	-0.054296	-0.24141	0.77615	0.98826	0.80924	0.9413
BIRC3	4	-0.019362	-0.074557	0.91965	0.99405	0.94057	0.99259	0.34152	1.3234	0.12251	0.69078	0.18571	0.75718
SPACA1	4	0.15276	1.091	0.40185	0.92728	0.27526	0.95209	0.041205	0.29395	0.89081	0.99668	0.76879	0.92775
GK2	4	0.17259	1.3113	0.34328	0.91118	0.18977	0.95209	0.060814	0.46172	0.8206	0.99243	0.64428	0.88311
DPYD	4	-0.13849	-0.47808	0.4905	0.94713	0.6326	0.9548	-0.32676	-1.1265	0.17984	0.77336	0.25997	0.76771
TSGA10IP	4	0.22086	1.2105	0.22206	0.83175	0.22609	0.95209	-0.027864	-0.15259	0.86615	0.99571	0.87872	0.96383
DGKA	4	0.047504	0.20287	0.79788	0.99079	0.83924	0.97987	0.16769	0.71675	0.46788	0.9467	0.47353	0.82551
LCN15	4	0.1738	0.73699	0.33915	0.90777	0.46113	0.95209	0.13407	0.56772	0.56896	0.96432	0.57023	0.85907
SNX32	4	-0.31282	-1.1624	0.16169	0.77576	0.24506	0.95209	-0.27798	-1.0326	0.24324	0.84581	0.30178	0.77492
DOK3	4	-0.10335	-0.89276	0.60133	0.966	0.37199	0.95209	0.10719	0.92629	0.65682	0.97942	0.3543	0.79635
CEP41	4	-0.10678	-0.7104	0.59134	0.96523	0.47746	0.95209	0.042795	0.28485	0.88594	0.99665	0.77576	0.93095
HPGDS	4	0.13685	0.52242	0.45495	0.94223	0.60138	0.953	0.32871	1.2573	0.13624	0.71158	0.20866	0.76078
SERPINA5	4	-0.094695	-0.34969	0.63136	0.96998	0.72657	0.9662	-0.16561	-0.60761	0.4547	0.94484	0.54344	0.84871
B3GAT2	4	0.10146	0.81298	0.58075	0.96482	0.41623	0.95209	0.12515	1.0025	0.59676	0.97033	0.3161	0.78112
GCFC2	4	0.11283	0.81234	0.53858	0.95726	0.4166	0.95209	0.071432	0.51426	0.78207	0.9887	0.60707	0.8692
GTPBP1	4	-0.28118	-1.2499	0.19993	0.80978	0.21134	0.95209	-0.28457	-1.2646	0.23319	0.8393	0.20602	0.76078
CNTRL	4	-0.13067	-0.83368	0.51512	0.95138	0.40446	0.95209	-0.019358	-0.12357	0.89544	0.99713	0.90165	0.97272
CHAF1A	4	0.31047	0.55479	0.083532	0.60475	0.57904	0.953	-0.43541	-0.76736	0.092134	0.62328	0.44287	0.81848
TG	4	0.14879	0.60825	0.41423	0.9299	0.54302	0.953	0.22135	0.90495	0.32627	0.90175	0.36549	0.79752
IL12RB2	4	0.10889	0.64074	0.55236	0.95932	0.52169	0.953	0.16122	0.94866	0.48812	0.95071	0.34279	0.79317
